type,country,date,stat
Inflation Rate (%),Japan,1976-11-30 00:00:00,9.2
Inflation Rate (%),Japan,1976-10-31 00:00:00,8.7
Inflation Rate (%),Japan,1976-09-30 00:00:00,9.8
Inflation Rate (%),Japan,1976-08-31 00:00:00,9.4
Inflation Rate (%),Japan,1976-07-31 00:00:00,9.9
Inflation Rate (%),Japan,1976-06-30 00:00:00,9.6
Inflation Rate (%),Japan,1976-05-31 00:00:00,9.2
Inflation Rate (%),Japan,1976-04-30 00:00:00,9.4
Inflation Rate (%),Japan,1976-03-31 00:00:00,8.7
Inflation Rate (%),Japan,1976-02-29 00:00:00,9.3
Inflation Rate (%),Japan,1976-01-31 00:00:00,8.7
Inflation Rate (%),Japan,1975-12-31 00:00:00,7.8
Inflation Rate (%),Japan,1975-11-30 00:00:00,8.3
Inflation Rate (%),Japan,1975-10-31 00:00:00,9.7
Inflation Rate (%),Japan,1975-09-30 00:00:00,10.4
Inflation Rate (%),Japan,1975-08-31 00:00:00,10.2
Inflation Rate (%),Japan,1975-07-31 00:00:00,11.4
Inflation Rate (%),Japan,1975-06-30 00:00:00,13.4
Inflation Rate (%),Japan,1975-05-31 00:00:00,14.0
Inflation Rate (%),Japan,1975-04-30 00:00:00,13.4
Inflation Rate (%),Japan,1975-03-31 00:00:00,13.9
Inflation Rate (%),Japan,1975-02-28 00:00:00,13.6
Inflation Rate (%),Japan,1975-01-31 00:00:00,16.8
Inflation Rate (%),Japan,1974-12-31 00:00:00,21.0
Inflation Rate (%),Japan,1974-11-30 00:00:00,24.5
Inflation Rate (%),Japan,1974-10-31 00:00:00,24.8
Inflation Rate (%),Japan,1974-09-30 00:00:00,22.5
Inflation Rate (%),Japan,1974-08-31 00:00:00,23.9
Inflation Rate (%),Japan,1974-07-31 00:00:00,23.8
Inflation Rate (%),Japan,1974-06-30 00:00:00,22.3
Inflation Rate (%),Japan,1974-05-31 00:00:00,22.0
Inflation Rate (%),Japan,1974-04-30 00:00:00,23.7
Inflation Rate (%),Japan,1974-03-31 00:00:00,22.8
Inflation Rate (%),Japan,1974-02-28 00:00:00,24.9
Inflation Rate (%),Japan,1974-01-31 00:00:00,21.9
Inflation Rate (%),Japan,1973-12-31 00:00:00,18.3
Inflation Rate (%),Japan,1973-11-30 00:00:00,15.2
Inflation Rate (%),Japan,1973-10-31 00:00:00,13.9
Inflation Rate (%),Japan,1973-09-30 00:00:00,14.2
Inflation Rate (%),Japan,1973-08-31 00:00:00,11.9
Inflation Rate (%),Japan,1973-07-31 00:00:00,11.7
Inflation Rate (%),Japan,1973-06-30 00:00:00,11.0
Inflation Rate (%),Japan,1973-05-31 00:00:00,10.8
Inflation Rate (%),Japan,1973-04-30 00:00:00,9.4
Inflation Rate (%),Japan,1973-03-31 00:00:00,8.7
Inflation Rate (%),Japan,1973-02-28 00:00:00,7.0
Inflation Rate (%),Japan,1973-01-31 00:00:00,6.7
Inflation Rate (%),Japan,1972-12-31 00:00:00,5.7
Inflation Rate (%),Japan,1972-11-30 00:00:00,5.1
Inflation Rate (%),Japan,1972-10-31 00:00:00,4.4
Inflation Rate (%),Japan,1972-09-30 00:00:00,3.9
Inflation Rate (%),Japan,1972-08-31 00:00:00,5.9
Inflation Rate (%),Japan,1972-07-31 00:00:00,5.0
Inflation Rate (%),Japan,1972-06-30 00:00:00,4.8
Inflation Rate (%),Japan,1972-05-31 00:00:00,5.2
Inflation Rate (%),Japan,1972-04-30 00:00:00,5.0
Inflation Rate (%),Japan,1972-03-31 00:00:00,5.3
Inflation Rate (%),Japan,1972-02-29 00:00:00,4.5
Inflation Rate (%),Japan,1972-01-31 00:00:00,4.1
Inflation Rate (%),Japan,1971-12-31 00:00:00,4.8
Inflation Rate (%),Japan,1971-11-30 00:00:00,5.5
Inflation Rate (%),Japan,1971-10-31 00:00:00,6.5
Inflation Rate (%),Japan,1971-09-30 00:00:00,8.0
Inflation Rate (%),Japan,1971-08-31 00:00:00,7.0
Inflation Rate (%),Japan,1971-07-31 00:00:00,6.9
Inflation Rate (%),Japan,1971-06-30 00:00:00,6.9
Inflation Rate (%),Japan,1971-05-31 00:00:00,6.4
Inflation Rate (%),Japan,1971-04-30 00:00:00,5.8
Inflation Rate (%),Japan,1971-03-31 00:00:00,5.3
Inflation Rate (%),Japan,1971-02-28 00:00:00,6.0
Inflation Rate (%),Japan,1971-01-31 00:00:00,6.5
Inflation Rate (%),Germany,2022-02-28 00:00:00,5.1
Inflation Rate (%),Germany,2022-01-31 00:00:00,4.9
Inflation Rate (%),Germany,2021-12-31 00:00:00,5.3
Inflation Rate (%),Germany,2021-11-30 00:00:00,5.2
Inflation Rate (%),Germany,2021-10-31 00:00:00,4.5
Inflation Rate (%),Germany,2021-09-30 00:00:00,4.1
Inflation Rate (%),Germany,2021-08-31 00:00:00,3.9
Inflation Rate (%),Germany,2021-07-31 00:00:00,3.8
Inflation Rate (%),Germany,2021-06-30 00:00:00,2.3
Inflation Rate (%),Germany,2021-05-31 00:00:00,2.5
Inflation Rate (%),Germany,2021-04-30 00:00:00,2.0
Inflation Rate (%),Germany,2021-03-31 00:00:00,1.7
Inflation Rate (%),Germany,2021-02-28 00:00:00,1.3
Inflation Rate (%),Germany,2021-01-31 00:00:00,1.0
Inflation Rate (%),Germany,2020-12-31 00:00:00,-0.3
Inflation Rate (%),Germany,2020-11-30 00:00:00,-0.3
Inflation Rate (%),Germany,2020-10-31 00:00:00,-0.2
Inflation Rate (%),Germany,2020-09-30 00:00:00,-0.2
Inflation Rate (%),Germany,2020-08-31 00:00:00,0.0
Inflation Rate (%),Germany,2020-07-31 00:00:00,-0.1
Inflation Rate (%),Germany,2020-06-30 00:00:00,0.9
Inflation Rate (%),Germany,2020-05-31 00:00:00,0.6
Inflation Rate (%),Germany,2020-04-30 00:00:00,0.9
Inflation Rate (%),Germany,2020-03-31 00:00:00,1.4
Inflation Rate (%),Germany,2020-02-29 00:00:00,1.7
Inflation Rate (%),Germany,2020-01-31 00:00:00,1.7
Inflation Rate (%),Germany,2019-12-31 00:00:00,1.5
Inflation Rate (%),Germany,2019-11-30 00:00:00,1.1
Inflation Rate (%),Germany,2019-10-31 00:00:00,1.1
Inflation Rate (%),Germany,2019-09-30 00:00:00,1.2
Inflation Rate (%),Germany,2019-08-31 00:00:00,1.4
Inflation Rate (%),Germany,2019-07-31 00:00:00,1.7
Inflation Rate (%),Germany,2019-06-30 00:00:00,1.6
Inflation Rate (%),Germany,2019-05-31 00:00:00,1.4
Inflation Rate (%),Germany,2019-04-30 00:00:00,2.0
Inflation Rate (%),Germany,2019-03-31 00:00:00,1.3
Inflation Rate (%),Germany,2019-02-28 00:00:00,1.5
Inflation Rate (%),Germany,2019-01-31 00:00:00,1.4
Inflation Rate (%),Germany,2018-12-31 00:00:00,1.6
Inflation Rate (%),Germany,2018-11-30 00:00:00,2.1
Inflation Rate (%),Germany,2018-10-31 00:00:00,2.3
Inflation Rate (%),Germany,2018-09-30 00:00:00,1.9
Inflation Rate (%),Germany,2018-08-31 00:00:00,1.9
Inflation Rate (%),Germany,2018-07-31 00:00:00,1.9
Inflation Rate (%),Germany,2018-06-30 00:00:00,1.9
Inflation Rate (%),Germany,2018-05-31 00:00:00,2.1
Inflation Rate (%),Germany,2018-04-30 00:00:00,1.3
Inflation Rate (%),Germany,2018-03-31 00:00:00,1.5
Inflation Rate (%),Germany,2018-02-28 00:00:00,1.1
Inflation Rate (%),Germany,2018-01-31 00:00:00,1.4
Inflation Rate (%),Germany,2017-12-31 00:00:00,1.4
Inflation Rate (%),Germany,2017-11-30 00:00:00,1.6
Inflation Rate (%),Germany,2017-10-31 00:00:00,1.3
Inflation Rate (%),Germany,2017-09-30 00:00:00,1.7
Inflation Rate (%),Germany,2017-08-31 00:00:00,1.6
Inflation Rate (%),Germany,2017-07-31 00:00:00,1.4
Inflation Rate (%),Germany,2017-06-30 00:00:00,1.4
Inflation Rate (%),Germany,2017-05-31 00:00:00,1.2
Inflation Rate (%),Germany,2017-04-30 00:00:00,1.7
Inflation Rate (%),Germany,2017-03-31 00:00:00,1.4
Inflation Rate (%),Germany,2017-02-28 00:00:00,1.9
Inflation Rate (%),Germany,2017-01-31 00:00:00,1.6
Inflation Rate (%),Germany,2016-12-31 00:00:00,1.7
Inflation Rate (%),Germany,2016-11-30 00:00:00,0.8
Inflation Rate (%),Germany,2016-10-31 00:00:00,0.8
Inflation Rate (%),Germany,2016-09-30 00:00:00,0.7
Inflation Rate (%),Germany,2016-08-31 00:00:00,0.4
Inflation Rate (%),Germany,2016-07-31 00:00:00,0.4
Inflation Rate (%),Germany,2016-06-30 00:00:00,0.3
Inflation Rate (%),Germany,2016-05-31 00:00:00,0.1
Inflation Rate (%),Germany,2016-04-30 00:00:00,-0.1
Inflation Rate (%),Germany,2016-03-31 00:00:00,0.3
Inflation Rate (%),Germany,2016-02-29 00:00:00,0.0
Inflation Rate (%),Germany,2016-01-31 00:00:00,0.5
Inflation Rate (%),Germany,2015-12-31 00:00:00,0.3
Inflation Rate (%),Germany,2015-11-30 00:00:00,0.4
Inflation Rate (%),Germany,2015-10-31 00:00:00,0.3
Inflation Rate (%),Germany,2015-09-30 00:00:00,0.0
Inflation Rate (%),Germany,2015-08-31 00:00:00,0.2
Inflation Rate (%),Germany,2015-07-31 00:00:00,0.2
Inflation Rate (%),Germany,2015-06-30 00:00:00,0.3
Inflation Rate (%),Germany,2015-05-31 00:00:00,0.7
Inflation Rate (%),Germany,2015-04-30 00:00:00,0.5
Inflation Rate (%),Germany,2015-03-31 00:00:00,0.3
Inflation Rate (%),Germany,2015-02-28 00:00:00,0.1
Inflation Rate (%),Germany,2015-01-31 00:00:00,-0.3
Inflation Rate (%),Germany,2014-12-31 00:00:00,0.2
Inflation Rate (%),Germany,2014-11-30 00:00:00,0.6
Inflation Rate (%),Germany,2014-10-31 00:00:00,0.8
Inflation Rate (%),Germany,2014-09-30 00:00:00,0.8
Inflation Rate (%),Germany,2014-08-31 00:00:00,0.8
Inflation Rate (%),Germany,2014-07-31 00:00:00,0.8
Inflation Rate (%),Germany,2014-06-30 00:00:00,1.0
Inflation Rate (%),Germany,2014-05-31 00:00:00,0.9
Inflation Rate (%),Germany,2014-04-30 00:00:00,1.3
Inflation Rate (%),Germany,2014-03-31 00:00:00,1.0
Inflation Rate (%),Germany,2014-02-28 00:00:00,1.2
Inflation Rate (%),Germany,2014-01-31 00:00:00,1.3
Inflation Rate (%),Germany,2013-12-31 00:00:00,1.4
Inflation Rate (%),Germany,2013-11-30 00:00:00,1.3
Inflation Rate (%),Germany,2013-10-31 00:00:00,1.2
Inflation Rate (%),Germany,2013-09-30 00:00:00,1.4
Inflation Rate (%),Germany,2013-08-31 00:00:00,1.5
Inflation Rate (%),Germany,2013-07-31 00:00:00,1.9
Inflation Rate (%),Germany,2013-06-30 00:00:00,1.8
Inflation Rate (%),Germany,2013-05-31 00:00:00,1.5
Inflation Rate (%),Germany,2013-04-30 00:00:00,1.2
Inflation Rate (%),Germany,2013-03-31 00:00:00,1.4
Inflation Rate (%),Germany,2013-02-28 00:00:00,1.5
Inflation Rate (%),Germany,2013-01-31 00:00:00,1.7
Inflation Rate (%),Germany,2012-12-31 00:00:00,2.0
Inflation Rate (%),Germany,2012-11-30 00:00:00,1.9
Inflation Rate (%),Germany,2012-10-31 00:00:00,2.0
Inflation Rate (%),Germany,2012-09-30 00:00:00,2.0
Inflation Rate (%),Germany,2012-08-31 00:00:00,2.2
Inflation Rate (%),Germany,2012-07-31 00:00:00,1.9
Inflation Rate (%),Germany,2012-06-30 00:00:00,1.7
Inflation Rate (%),Germany,2012-05-31 00:00:00,2.0
Inflation Rate (%),Germany,2012-04-30 00:00:00,2.0
Inflation Rate (%),Germany,2012-03-31 00:00:00,2.2
Inflation Rate (%),Germany,2012-02-29 00:00:00,2.2
Inflation Rate (%),Germany,2012-01-31 00:00:00,2.1
Inflation Rate (%),Germany,2011-12-31 00:00:00,2.0
Inflation Rate (%),Germany,2011-11-30 00:00:00,2.4
Inflation Rate (%),Germany,2011-10-31 00:00:00,2.3
Inflation Rate (%),Germany,2011-09-30 00:00:00,2.4
Inflation Rate (%),Germany,2011-08-31 00:00:00,2.1
Inflation Rate (%),Germany,2011-07-31 00:00:00,2.1
Inflation Rate (%),Germany,2011-06-30 00:00:00,2.1
Inflation Rate (%),Germany,2011-05-31 00:00:00,2.0
Inflation Rate (%),Germany,2011-04-30 00:00:00,1.9
Inflation Rate (%),Germany,2011-03-31 00:00:00,2.0
Inflation Rate (%),Germany,2011-02-28 00:00:00,1.9
Inflation Rate (%),Germany,2011-01-31 00:00:00,1.7
Inflation Rate (%),Germany,2010-12-31 00:00:00,1.3
Inflation Rate (%),Germany,2010-11-30 00:00:00,1.5
Inflation Rate (%),Germany,2010-10-31 00:00:00,1.3
Inflation Rate (%),Germany,2010-09-30 00:00:00,1.2
Inflation Rate (%),Germany,2010-08-31 00:00:00,1.0
Inflation Rate (%),Germany,2010-07-31 00:00:00,1.1
Inflation Rate (%),Germany,2010-06-30 00:00:00,0.9
Inflation Rate (%),Germany,2010-05-31 00:00:00,1.2
Inflation Rate (%),Germany,2010-04-30 00:00:00,1.2
Inflation Rate (%),Germany,2010-03-31 00:00:00,1.2
Inflation Rate (%),Germany,2010-02-28 00:00:00,0.5
Inflation Rate (%),Germany,2010-01-31 00:00:00,0.7
Inflation Rate (%),Germany,2009-12-31 00:00:00,0.8
Inflation Rate (%),Germany,2009-11-30 00:00:00,0.4
Inflation Rate (%),Germany,2009-10-31 00:00:00,0.0
Inflation Rate (%),Germany,2009-09-30 00:00:00,-0.2
Inflation Rate (%),Germany,2009-08-31 00:00:00,0.0
Inflation Rate (%),Germany,2009-07-31 00:00:00,-0.5
Inflation Rate (%),Germany,2009-06-30 00:00:00,0.1
Inflation Rate (%),Germany,2009-05-31 00:00:00,0.0
Inflation Rate (%),Germany,2009-04-30 00:00:00,0.7
Inflation Rate (%),Germany,2009-03-31 00:00:00,0.4
Inflation Rate (%),Germany,2009-02-28 00:00:00,1.1
Inflation Rate (%),Germany,2009-01-31 00:00:00,0.9
Inflation Rate (%),Germany,2008-12-31 00:00:00,1.1
Inflation Rate (%),Germany,2008-11-30 00:00:00,1.3
Inflation Rate (%),Germany,2008-10-31 00:00:00,2.4
Inflation Rate (%),Germany,2008-09-30 00:00:00,2.8
Inflation Rate (%),Germany,2008-08-31 00:00:00,3.1
Inflation Rate (%),Germany,2008-07-31 00:00:00,3.3
Inflation Rate (%),Germany,2008-06-30 00:00:00,3.2
Inflation Rate (%),Germany,2008-05-31 00:00:00,3.0
Inflation Rate (%),Germany,2008-04-30 00:00:00,2.4
Inflation Rate (%),Germany,2008-03-31 00:00:00,3.1
Inflation Rate (%),Germany,2008-02-29 00:00:00,2.8
Inflation Rate (%),Germany,2008-01-31 00:00:00,2.9
Inflation Rate (%),Germany,2007-12-31 00:00:00,3.2
Inflation Rate (%),Germany,2007-11-30 00:00:00,3.3
Inflation Rate (%),Germany,2007-10-31 00:00:00,2.8
Inflation Rate (%),Germany,2007-09-30 00:00:00,2.7
Inflation Rate (%),Germany,2007-08-31 00:00:00,2.1
Inflation Rate (%),Germany,2007-07-31 00:00:00,2.0
Inflation Rate (%),Germany,2007-06-30 00:00:00,1.9
Inflation Rate (%),Germany,2007-05-31 00:00:00,2.1
Inflation Rate (%),Germany,2007-04-30 00:00:00,2.1
Inflation Rate (%),Germany,2007-03-31 00:00:00,1.9
Inflation Rate (%),Germany,2007-02-28 00:00:00,1.7
Inflation Rate (%),Germany,2007-01-31 00:00:00,1.7
Inflation Rate (%),Germany,2006-12-31 00:00:00,1.4
Inflation Rate (%),Germany,2006-11-30 00:00:00,1.4
Inflation Rate (%),Germany,2006-10-31 00:00:00,1.1
Inflation Rate (%),Germany,2006-09-30 00:00:00,1.1
Inflation Rate (%),Germany,2006-08-31 00:00:00,1.5
Inflation Rate (%),Germany,2006-07-31 00:00:00,1.8
Inflation Rate (%),Germany,2006-06-30 00:00:00,1.8
Inflation Rate (%),Germany,2006-05-31 00:00:00,1.7
Inflation Rate (%),Germany,2006-04-30 00:00:00,2.0
Inflation Rate (%),Germany,2006-03-31 00:00:00,1.4
Inflation Rate (%),Germany,2006-02-28 00:00:00,1.9
Inflation Rate (%),Germany,2006-01-31 00:00:00,1.9
Inflation Rate (%),Germany,2005-12-31 00:00:00,1.4
Inflation Rate (%),Germany,2005-11-30 00:00:00,1.8
Inflation Rate (%),Germany,2005-10-31 00:00:00,1.9
Inflation Rate (%),Germany,2005-09-30 00:00:00,1.9
Inflation Rate (%),Germany,2005-08-31 00:00:00,1.5
Inflation Rate (%),Germany,2005-07-31 00:00:00,1.5
Inflation Rate (%),Germany,2005-06-30 00:00:00,1.3
Inflation Rate (%),Germany,2005-05-31 00:00:00,1.2
Inflation Rate (%),Germany,2005-04-30 00:00:00,1.2
Inflation Rate (%),Germany,2005-03-31 00:00:00,1.8
Inflation Rate (%),Germany,2005-02-28 00:00:00,1.7
Inflation Rate (%),Germany,2005-01-31 00:00:00,1.4
Inflation Rate (%),Germany,2004-12-31 00:00:00,2.2
Inflation Rate (%),Germany,2004-11-30 00:00:00,1.9
Inflation Rate (%),Germany,2004-10-31 00:00:00,1.9
Inflation Rate (%),Germany,2004-09-30 00:00:00,1.8
Inflation Rate (%),Germany,2004-08-31 00:00:00,1.9
Inflation Rate (%),Germany,2004-07-31 00:00:00,1.8
Inflation Rate (%),Germany,2004-06-30 00:00:00,1.8
Inflation Rate (%),Germany,2004-05-31 00:00:00,2.1
Inflation Rate (%),Germany,2004-04-30 00:00:00,1.7
Inflation Rate (%),Germany,2004-03-31 00:00:00,1.0
Inflation Rate (%),Germany,2004-02-29 00:00:00,0.8
Inflation Rate (%),Germany,2004-01-31 00:00:00,1.1
Inflation Rate (%),Germany,2003-12-31 00:00:00,1.1
Inflation Rate (%),Germany,2003-11-30 00:00:00,1.2
Inflation Rate (%),Germany,2003-10-31 00:00:00,1.1
Inflation Rate (%),Germany,2003-09-30 00:00:00,1.0
Inflation Rate (%),Germany,2003-08-31 00:00:00,1.1
Inflation Rate (%),Germany,2003-07-31 00:00:00,1.0
Inflation Rate (%),Germany,2003-06-30 00:00:00,0.9
Inflation Rate (%),Germany,2003-05-31 00:00:00,0.6
Inflation Rate (%),Germany,2003-04-30 00:00:00,0.9
Inflation Rate (%),Germany,2003-03-31 00:00:00,1.1
Inflation Rate (%),Germany,2003-02-28 00:00:00,1.2
Inflation Rate (%),Germany,2003-01-31 00:00:00,1.0
Inflation Rate (%),Germany,2002-12-31 00:00:00,1.1
Inflation Rate (%),Germany,2002-11-30 00:00:00,1.1
Inflation Rate (%),Germany,2002-10-31 00:00:00,1.3
Inflation Rate (%),Germany,2002-09-30 00:00:00,1.3
Inflation Rate (%),Germany,2002-08-31 00:00:00,1.3
Inflation Rate (%),Germany,2002-07-31 00:00:00,1.1
Inflation Rate (%),Germany,2002-06-30 00:00:00,1.1
Inflation Rate (%),Germany,2002-05-31 00:00:00,1.3
Inflation Rate (%),Germany,2002-04-30 00:00:00,1.5
Inflation Rate (%),Germany,2002-03-31 00:00:00,2.1
Inflation Rate (%),Germany,2002-02-28 00:00:00,1.8
Inflation Rate (%),Germany,2002-01-31 00:00:00,2.1
Inflation Rate (%),Germany,2001-12-31 00:00:00,1.6
Inflation Rate (%),Germany,2001-11-30 00:00:00,1.5
Inflation Rate (%),Germany,2001-10-31 00:00:00,1.9
Inflation Rate (%),Germany,2001-09-30 00:00:00,1.9
Inflation Rate (%),Germany,2001-08-31 00:00:00,2.1
Inflation Rate (%),Germany,2001-07-31 00:00:00,2.1
Inflation Rate (%),Germany,2001-06-30 00:00:00,2.5
Inflation Rate (%),Germany,2001-05-31 00:00:00,2.8
Inflation Rate (%),Germany,2001-04-30 00:00:00,2.3
Inflation Rate (%),Germany,2001-03-31 00:00:00,1.9
Inflation Rate (%),Germany,2001-02-28 00:00:00,1.9
Inflation Rate (%),Germany,2001-01-31 00:00:00,1.4
Inflation Rate (%),Germany,2000-12-31 00:00:00,2.0
Inflation Rate (%),Germany,2000-11-30 00:00:00,1.5
Inflation Rate (%),Germany,2000-10-31 00:00:00,1.7
Inflation Rate (%),Germany,2000-09-30 00:00:00,1.7
Inflation Rate (%),Germany,2000-08-31 00:00:00,1.2
Inflation Rate (%),Germany,2000-07-31 00:00:00,1.3
Inflation Rate (%),Germany,2000-06-30 00:00:00,1.3
Inflation Rate (%),Germany,2000-05-31 00:00:00,0.9
Inflation Rate (%),Germany,2000-04-30 00:00:00,1.1
Inflation Rate (%),Germany,2000-03-31 00:00:00,1.5
Inflation Rate (%),Germany,2000-02-29 00:00:00,1.5
Inflation Rate (%),Germany,2000-01-31 00:00:00,1.5
Inflation Rate (%),Germany,1999-12-31 00:00:00,1.2
Inflation Rate (%),Germany,1999-11-30 00:00:00,1.0
Inflation Rate (%),Germany,1999-10-31 00:00:00,0.7
Inflation Rate (%),Germany,1999-09-30 00:00:00,0.7
Inflation Rate (%),Germany,1999-08-31 00:00:00,0.7
Inflation Rate (%),Germany,1999-07-31 00:00:00,0.6
Inflation Rate (%),Germany,1999-06-30 00:00:00,0.5
Inflation Rate (%),Germany,1999-05-31 00:00:00,0.5
Inflation Rate (%),Germany,1999-04-30 00:00:00,0.6
Inflation Rate (%),Germany,1999-03-31 00:00:00,0.2
Inflation Rate (%),Germany,1999-02-28 00:00:00,0.1
Inflation Rate (%),Germany,1999-01-31 00:00:00,0.2
Inflation Rate (%),Germany,1998-12-31 00:00:00,0.4
Inflation Rate (%),Germany,1998-11-30 00:00:00,0.5
Inflation Rate (%),Germany,1998-10-31 00:00:00,0.5
Inflation Rate (%),Germany,1998-09-30 00:00:00,0.5
Inflation Rate (%),Germany,1998-08-31 00:00:00,0.5
Inflation Rate (%),Germany,1998-07-31 00:00:00,0.8
Inflation Rate (%),Germany,1998-06-30 00:00:00,1.3
Inflation Rate (%),Germany,1998-05-31 00:00:00,1.3
Inflation Rate (%),Germany,1998-04-30 00:00:00,1.5
Inflation Rate (%),Germany,1998-03-31 00:00:00,1.2
Inflation Rate (%),Germany,1998-02-28 00:00:00,1.3
Inflation Rate (%),Germany,1998-01-31 00:00:00,1.2
Inflation Rate (%),Germany,1997-12-31 00:00:00,2.1
Inflation Rate (%),Germany,1997-11-30 00:00:00,2.2
Inflation Rate (%),Germany,1997-10-31 00:00:00,2.1
Inflation Rate (%),Germany,1997-09-30 00:00:00,2.2
Inflation Rate (%),Germany,1997-08-31 00:00:00,2.4
Inflation Rate (%),Germany,1997-07-31 00:00:00,2.3
Inflation Rate (%),Germany,1997-06-30 00:00:00,1.6
Inflation Rate (%),Germany,1997-05-31 00:00:00,1.6
Inflation Rate (%),Germany,1997-04-30 00:00:00,1.5
Inflation Rate (%),Germany,1997-03-31 00:00:00,1.6
Inflation Rate (%),Germany,1997-02-28 00:00:00,1.6
Inflation Rate (%),Germany,1997-01-31 00:00:00,2.1
Inflation Rate (%),Germany,1996-12-31 00:00:00,1.5
Inflation Rate (%),Germany,1996-11-30 00:00:00,1.5
Inflation Rate (%),Germany,1996-10-31 00:00:00,1.6
Inflation Rate (%),Germany,1996-09-30 00:00:00,1.4
Inflation Rate (%),Germany,1996-08-31 00:00:00,1.4
Inflation Rate (%),Germany,1996-07-31 00:00:00,1.4
Inflation Rate (%),Germany,1996-06-30 00:00:00,1.5
Inflation Rate (%),Germany,1996-05-31 00:00:00,1.5
Inflation Rate (%),Germany,1996-04-30 00:00:00,1.4
Inflation Rate (%),Germany,1996-03-31 00:00:00,1.5
Inflation Rate (%),Germany,1996-02-29 00:00:00,1.5
Inflation Rate (%),Germany,1996-01-31 00:00:00,1.4
Inflation Rate (%),Germany,1995-12-31 00:00:00,1.5
Inflation Rate (%),Germany,1995-11-30 00:00:00,1.4
Inflation Rate (%),Germany,1995-10-31 00:00:00,1.5
Inflation Rate (%),Germany,1995-09-30 00:00:00,1.6
Inflation Rate (%),Germany,1995-08-31 00:00:00,1.4
Inflation Rate (%),Germany,1995-07-31 00:00:00,1.6
Inflation Rate (%),Germany,1995-06-30 00:00:00,1.6
Inflation Rate (%),Germany,1995-05-31 00:00:00,1.6
Inflation Rate (%),Germany,1995-04-30 00:00:00,1.9
Inflation Rate (%),Germany,1995-03-31 00:00:00,1.9
Inflation Rate (%),Germany,1995-02-28 00:00:00,2.0
Inflation Rate (%),Germany,1995-01-31 00:00:00,2.3
Inflation Rate (%),Germany,1994-12-31 00:00:00,2.4
Inflation Rate (%),Germany,1994-11-30 00:00:00,2.5
Inflation Rate (%),Germany,1994-10-31 00:00:00,2.5
Inflation Rate (%),Germany,1994-09-30 00:00:00,2.6
Inflation Rate (%),Germany,1994-08-31 00:00:00,2.7
Inflation Rate (%),Germany,1994-07-31 00:00:00,2.5
Inflation Rate (%),Germany,1994-06-30 00:00:00,2.7
Inflation Rate (%),Germany,1994-05-31 00:00:00,2.9
Inflation Rate (%),Germany,1994-04-30 00:00:00,2.7
Inflation Rate (%),Germany,1994-03-31 00:00:00,2.9
Inflation Rate (%),Germany,1994-02-28 00:00:00,3.0
Inflation Rate (%),Germany,1994-01-31 00:00:00,3.0
Inflation Rate (%),Germany,1993-12-31 00:00:00,4.3
Inflation Rate (%),Germany,1993-11-30 00:00:00,4.2
Inflation Rate (%),Germany,1993-10-31 00:00:00,4.5
Inflation Rate (%),Germany,1993-09-30 00:00:00,4.5
Inflation Rate (%),Germany,1993-08-31 00:00:00,4.6
Inflation Rate (%),Germany,1993-07-31 00:00:00,4.6
Inflation Rate (%),Germany,1993-06-30 00:00:00,4.3
Inflation Rate (%),Germany,1993-05-31 00:00:00,4.3
Inflation Rate (%),Germany,1993-04-30 00:00:00,4.5
Inflation Rate (%),Germany,1993-03-31 00:00:00,4.6
Inflation Rate (%),Germany,1993-02-28 00:00:00,4.8
Inflation Rate (%),Germany,1993-01-31 00:00:00,4.6
Inflation Rate (%),Germany,1992-12-31 00:00:00,3.3
Inflation Rate (%),Germany,1992-11-30 00:00:00,3.3
Inflation Rate (%),Germany,1992-10-31 00:00:00,3.3
Inflation Rate (%),Germany,1992-09-30 00:00:00,5.0
Inflation Rate (%),Germany,1992-08-31 00:00:00,5.0
Inflation Rate (%),Germany,1992-07-31 00:00:00,5.0
Inflation Rate (%),Germany,1992-06-30 00:00:00,5.9
Inflation Rate (%),Germany,1992-05-31 00:00:00,6.2
Inflation Rate (%),Germany,1992-04-30 00:00:00,6.2
Inflation Rate (%),Germany,1992-03-31 00:00:00,6.2
Inflation Rate (%),Germany,1992-02-29 00:00:00,5.8
Inflation Rate (%),Germany,1992-01-31 00:00:00,5.7
Inflation Rate (%),UK,2022-01-31 00:00:00,5.5
Inflation Rate (%),UK,2021-12-31 00:00:00,5.4
Inflation Rate (%),UK,2021-11-30 00:00:00,5.1
Inflation Rate (%),UK,2021-10-31 00:00:00,4.2
